codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0322,CITRONELA LEMON-GRAS 300G,15.0,,PENDIENTE,,,,2026-06-13,,Citronela/lemon grass 300 g no localizado con precio oficial claro.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0323,COGOLLOS TUDELA 3PIEZAS,12.0,3.61,CONSUM,Cogollos 3 unidades 330 g aprox.,1.19,330 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma por hojas exteriores/base.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0324,COL CHINA,18.0,1.8,CONSUM,Repollo liso entero,1.8,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Equivalente a col china/repollo. Precio con IVA. Revisar si se requiere pak choi/col china real.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0325,COL DE BRUSELAS 1K,0.0,7.48,CONSUM,FINDUS coles de Bruselas 400 g congeladas,2.99,400 g,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/2514?page=2,Producto congelado limpio. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0326,COL KALE,20.0,1.99,CONSUM,Col rizada pieza,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente a kale/col rizada. Precio con IVA. €/kg.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0327,COL LOMBARDA PIEZA +/-2K,15.0,1.99,CONSUM,Col lombarda pieza,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0328,COL REPOLLO LISO 1PIEZA 2K,15.0,1.8,CONSUM,Repollo liso entero,1.8,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0329,COL REPOLLO RIZADO,20.0,1.99,CONSUM,Col rizada pieza,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0330,COLI NABO/COLIRABANO,20.0,3.1,CONSUM,Nabicol granel,3.1,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Equivalente a coli-nabo/colirrábano. Precio con IVA. €/kg.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0331,COLIFLOR MORADA,30.0,2.2,CONSUM,Coliflor granel,2.2,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Equivalente a coliflor morada. Precio con IVA. €/kg.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0332,COLIFLOR unidades,30.0,2.2,CONSUM,Coliflor granel,2.2,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Precio con IVA. €/kg indicado por tienda. Merma por hojas/tronco.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0333,DIENTE DE LEON,10.0,,PENDIENTE,,,,2026-06-13,,Diente de león no localizado con precio oficial claro.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0334,ENDIVIA BLANCA 700G,15.0,4.42,CONSUM,Endibia bandeja,1.99,450 g aprox.,2026-06-13,https://tienda.consum.es/es/g/tabla-para-brunch/RECBRUNCH25,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0335,ENDIVIA ROJA 300G,15.0,4.42,CONSUM,Endibia bandeja,1.99,450 g aprox.,2026-06-13,https://tienda.consum.es/es/g/tabla-para-brunch/RECBRUNCH25,"Equivalente a endivia roja, sin precio específico. Revisar si se requiere roja.",ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0336,ENELDO 125G,10.0,102.5,CONSUM,CONSUM eneldo 20 g,2.05,20 g,2026-06-13,https://tienda.consum.es/es/g/combo-de-tortitas/RECTORT25,"Precio con IVA. Convertido desde 10,25 €/100 g a €/kg.",ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0337,ESCAROLA FRISSE 500G,20.0,6.63,CONSUM,Escarola frisee bandeja,1.99,300 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0338,ESPARRAGO BLANCO 25u=2k,30.0,13.0,CONSUM,Espárrago grueso fresco,3.9,300 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Equivalente a espárrago blanco/fresco por falta de blanco fresco. Revisar producto.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0339,ESPARRAGO VERDE FINO,20.0,9.8,CONSUM,Espárrago triguero,2.45,250 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0340,ESPARRAGO VERDE jumbo 250 G,20.0,13.0,CONSUM,Espárrago grueso,3.9,300 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0341,ESPINACAS ENTERAS,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: espinacas corresponde a verduras.,PENDIENTE,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv
ING-0343,FLOR DE CALABACIN 10 UNIDADES,0.0,,PENDIENTE,,,,2026-06-13,,"Flor de calabacín 10 uds: fuente localizada era bandeja 150 g, no 10 uds exactas; revisar proveedor antes de actualizar.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0344,FLORES MIX 20G makro,0.0,278.0,MAKRO,Mix de flores comestibles en estuche 20 g,5.56,20 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X59806/0032/0021/Mix-de-flores-comestibles-en-estuche-20g,Precio con IVA/IGIC incluido. Convertido a €/kg. Producto de decoración comestible.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0345,FLORES PENSAMIENTOS 30 UNID,0.0,0.216,MAKRO,METRO Chef pensamiento mini bandeja 30 piezas,6.48,30 uds,2026-06-13,https://www.makro.es/productos/verduras/flores,Precio con IVA indicado en página Makro. Normalizado a €/unidad.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0348,GERMINADO DE ALFALFA 80G makro,5.0,,PENDIENTE,,,,2026-06-13,,Germinado de alfalfa 80 g: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0349,GERMINADO DE COL ROJA 95G makro,5.0,,PENDIENTE,,,,2026-06-13,,Germinado de col roja 95 g: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0350,GERMINADO DE SOJA,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0351,GERMINADO RABANO 95 G,5.0,,PENDIENTE,,,,2026-06-13,,Germinado rábano 95 g: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0352,GERMINADO REMOLACHA sh,5.0,,PENDIENTE,,,,2026-06-13,,Germinado remolacha: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0353,GERMINADO WASABI,5.0,,PENDIENTE,,,,2026-06-13,,Germinado wasabi: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0360,HINOJO hierba fresca aromatica,10.0,,PENDIENTE,,,,2026-06-13,,Hinojo hierba fresca aromática: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0361,HOJA DE ROBLE,15.0,,PENDIENTE,,,,2026-06-13,,Hoja de roble: no localizado producto exacto; no sustituyo por lechuga romana/cogollo.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0362,HOJA LIMA KAFFIR 100 GR,0.0,,PENDIENTE,,,,2026-06-13,,Hoja de lima kaffir: producto aromático fuera de fruta fresca; reservar para lote09/12.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0377,MERTENSIA ( hoja ostra) 35unidades,5.0,,PENDIENTE,,,,2026-06-13,,Mertensia/hoja de ostra: producto gourmet específico; no localizado precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0378,MICROBROTE MIZUMA 100 g,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0379,MICROBROTE RABANO 50 G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0380,MICROBROTE TATSOI 50G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0381,MICROBROTE ZANAHORIA 50G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0382,MICROMEZCLUM SUAVE 60G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0390,OXALIS FLOR,5.0,,PENDIENTE,,,,2026-06-13,,Oxalis flor: no localizado precio oficial claro.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0408,RABANITO CON HOJA,10.0,4.6,CONSUM,EL DULZE rabanito bolsa 250 g,1.15,250 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/zanahorias-otras-raices/2214,"Precio con IVA. €/kg indicado por tienda. Merma por hoja, raíz y selección.",ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0430,SISHO VERDE HOJAS 12 unidades,5.0,,PENDIENTE,,,,2026-06-13,,Shiso verde hojas: localizado producto sin precio oficial claro en Makro España; no actualizar.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0431,SOJA BROTES 200 G,0.0,9.95,CONSUM,Brotes de judía mungo bolsa 200 g,1.99,200 g,2026-06-13,https://tienda.consum.es/es/p/brotes-de-judia-mungo-bolsa/4461760,Equivalente a brotes de soja frescos. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0434,TOMATE CHERRY PERA,8.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: tomate cherry pertenece a verduras; reservar para lote05 o revisión posterior.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0438,TOMATE PERA ROJO,8.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: tomate pera pertenece a verduras; reservar para lote05 o revisión posterior.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0446,ZANAHORIA EN HOJAS MINI,15.0,2.99,CONSUM,Zanahoria manojo 700 g aprox.,2.09,700 g aprox.,2026-06-13,https://tienda.consum.es/es/p/zanahoria-manojo/7214976,Equivalente a zanahoria mini/con hoja. Precio con IVA. €/kg indicado por tienda. Revisar si se necesita mini zanahoria real.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0448,ALCACHOFA CORTADA 1K,0.0,6.63,CONSUM,CONSUM alcachofa troceada congelada 400 g,2.65,400 g,2026-06-13,https://tienda.consum.es/es/p/acelgas-hoja-miniporcion/7221562,Equivalente congelado/troceado. Precio con IVA. €/kg indicado por tienda. Merma 0% por producto limpio.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0449,AGUACATE A DADOS 1K,0.0,6.55,MAKRO,METRO Chef aguacate dados 1 kg congelado,6.55,1 kg,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/frutas-y-verduras-congeladas/frutas-congeladas,"Precio de categoría Makro. Producto congelado limpio, merma 0%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0450,BOLETUS ENTEROS CONGELADOS 750G,0.0,17.88,MAKRO,METRO Chef boletus enteros 750 g,13.41,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X139236/0032/0021/METRO-Chef-Boletus-enteros-750-g,Precio con IVA/IGIC incluido. Convertido a €/kg. Congelado limpio.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0451,BOLETUS TROCEADO CONGELADOS,0.0,17.88,MAKRO,METRO Chef boletus enteros 750 g,13.41,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X139236/0032/0021/METRO-Chef-Boletus-enteros-750-g,Equivalente a boletus troceado congelado. Precio con IVA/IGIC incluido. Revisar si hay formato troceado específico.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0452,CARDO TROCEADO 450 G mercadona,0.0,9.88,CONSUM,FINDUS cardo 400 g congelado,3.95,400 g,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/2514?page=2,Equivalente a cardo troceado. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0453,COLMENILLAS 500G,0.0,,PENDIENTE,,,,2026-06-13,,Colmenillas 500 g no comparables con colmenilla deshidratada 75 g Makro; revisar proveedor exacto.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0454,EDAMAME 400G,0.0,6.88,CONSUM,C.NAVARRA edamame en grano 250 g,1.72,250 g,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/2514?page=2,Producto congelado limpio. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0455,ESPARRAGO VERDE 1K,20.0,15.47,CONSUM,VERLEAL espárrago verde 300 g congelado,4.64,300 g,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/otros-vegetales/5095,Producto congelado. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0462,MANGO A DADOS,0.0,7.54,MAKRO,La Cuerva mango en dados 1 kg,7.54,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X156899/0032/0021/La-Cuerva-mango-en-dados-1Kg,"Precio con IVA/IGIC incluido. Producto congelado limpio, merma 0%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0466,AGUACATE 1K,30.0,5.0,CONSUM,Aguacate premadurado pieza precio aprox.,1.0,"pieza aprox.; 5,00 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel y hueso.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0467,ALBARICOQUE (ABRIL-JUNIO),10.0,,PENDIENTE,,,,2026-06-13,,Albaricoque fresco estacional; no localizado precio actual claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0468,ARANDANO 125G,1.0,13.78,CONSUM,Arándano vaso 225 g,3.1,225 g,2026-06-13,https://tienda.consum.es/es/p/arandano-vaso/7374866,Precio con IVA. €/kg indicado por tienda. Merma mínima por selección.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0469,CALABAZA CHATA,25.0,1.99,CONSUM,Calabaza entera,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Mismo producto duplicado en familia fruta. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0470,CARAMBOLA,15.0,,PENDIENTE,,,,2026-06-13,,Carambola no localizada con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0471,CASTAÑA ( SEPT-DIC),25.0,,PENDIENTE,,,,2026-06-13,,Castaña estacional; no localizado precio actual claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0472,CAVIAR CÍTRICO (FINGER LIME),5.0,,PENDIENTE,,,,2026-06-13,,Caviar cítrico/finger lime producto gourmet muy específico; no localizado precio claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0473,CEREZAS,8.0,,PENDIENTE,,,,2026-06-13,,Cereza estacional; no localizado precio actual claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0474,CHUFA SECA,0.0,,PENDIENTE,,,,2026-06-13,,Chufa seca producto específico; no localizado precio claro en Makro/Consum/Mercadona.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0475,CIRUELA ROJA,8.0,3.99,CONSUM,Ciruela roja pieza precio aprox.,0.42,"pieza aprox.; 3,99 €/kg",2026-06-13,https://tienda.consum.es/es/p/freson-bandeja/242081,Precio con IVA. €/kg indicado en recomendados de producto. Merma por hueso.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0476,COCO FRESCO,60.0,,PENDIENTE,,,,2026-06-13,,Coco fresco no actualizado: no localizado precio oficial claro comparable por kg; requiere decidir si se compra por pieza.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0477,FRAMBUESA 125G,1.0,15.92,CONSUM,Frambuesa bandeja 125 g,1.99,125 g,2026-06-13,https://tienda.consum.es/es/p/frambuesa-bandeja/7472520,Precio con IVA. €/kg indicado por tienda. Merma mínima por selección.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0478,FRESON FRESCO,3.0,5.0,CONSUM,Fresón bandeja 500 g aprox.,2.5,500 g,2026-06-13,https://tienda.consum.es/es/p/freson-bandeja/242081,Precio con IVA. €/kg indicado por tienda. Merma mínima por selección/pedúnculo.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0479,FRUTA DE LA PASION,5.0,12.06,MAKRO,PONTHIER puré de maracuyá 1 kg,12.06,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100600/0032/0021/PONTHIER-pur%C3%A9-de-maracuya-1-kg,Equivalente profesional a fruta de la pasión. Precio base por kg indicado; revisar IVA si se aplica oferta.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0480,GRANADA,45.0,,PENDIENTE,,,,2026-06-13,,Granada no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0481,GROSELLA ROJA 125G,1.0,,PENDIENTE,,,,2026-06-13,,Grosella roja 125 g no localizada con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0482,GUAYABA,20.0,,PENDIENTE,,,,2026-06-13,,Guayaba no localizada con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0483,HIGO ( SEPT-OCT),15.0,,PENDIENTE,,,,2026-06-13,,Higo fresco estacional; no localizado precio actual claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0484,KAKI persimon,15.0,,PENDIENTE,,,,2026-06-13,,Kaki/persimon estacional; no localizado precio actual claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0485,KIWI VERDE 1k,10.0,,PENDIENTE,,,,2026-06-13,,Kiwi verde no actualizado: fuente localizada fue kiwi amarillo; revisar si se acepta sustitución.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0486,KUMKUAT 300G,8.0,,PENDIENTE,,,,2026-06-13,,Kumquat 300 g no localizado con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0487,LIMA,12.0,,PENDIENTE,,,,2026-06-13,,Lima no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0488,LIMON,10.0,3.49,CONSUM,Limón pieza precio aprox.,0.84,"pieza aprox.; 3,49 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel/semilla según uso.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0489,LITCHIES ( NOV-ENE),25.0,,PENDIENTE,,,,2026-06-13,,Litchi estacional no localizado con precio actual claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0490,MANDARINA,25.0,,PENDIENTE,,,,2026-06-13,,Mandarina no localizada en fuentes consultadas con precio claro actual.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0491,MANGO,35.0,2.89,CONSUM,Mango pieza precio aprox.,1.45,"pieza aprox.; 2,89 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel y hueso.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
